city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-A,T3,10x,2000.0,S3_Lin4,cross_regime,M_stress,800,True,10,2166.6,1712.9,287.1,0.2094,0.0
City-A,T3,10x,2000.0,S4_GlobalCalib,routine,M_routine,800,True,8,2241.5,1854.1,145.9,0.1729,0.0
City-A,T3,10x,2000.0,S4_GlobalCalib,cross_regime,M_stress,800,True,8,2241.5,1339.1,660.9,0.4026,0.0
City-A,T3,10x,2000.0,S5_CityCalib,routine,M_routine,800,True,8,2129.7,1854.1,145.9,0.1294,0.0
City-A,T3,10x,2000.0,S5_CityCalib,cross_regime,M_stress,800,True,8,2129.7,1339.1,660.9,0.3712,0.0
City-A,T3,10x,2000.0,S6_Q10,routine,M_routine,800,True,19,2017.2,3770.5,0.0,0.0,1.0
City-A,T3,10x,2000.0,S6_Q10,cross_regime,M_stress,800,True,19,2017.2,2692.4,0.0,0.0,1.0
City-A,T4,1x,140.0,S0a_RoutineOracle,routine,M_routine,800,True,1,277.5,277.5,0.0,0.0,1.0
City-A,T4,1x,140.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,277.5,229.7,0.0,0.1725,1.0
City-A,T4,1x,140.0,S0b_StressOracle,routine,M_routine,800,True,1,229.7,277.5,0.0,0.0,1.0
City-A,T4,1x,140.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,229.7,229.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S1_CapRR,routine,M_routine,800,True,1,678.2,188.5,0.0,0.722,1.0
City-A,T4,1x,140.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,153.3,0.0,0.774,1.0
City-A,T4,1x,140.0,S2_Platform,routine,M_routine,800,True,1,299.2,277.5,0.0,0.0724,1.0
City-A,T4,1x,140.0,S2_Platform,cross_regime,M_stress,800,True,1,299.2,229.7,0.0,0.2325,1.0
City-A,T4,1x,140.0,S3_Lin4,routine,M_routine,800,True,1,325.3,188.5,0.0,0.4203,1.0
City-A,T4,1x,140.0,S3_Lin4,cross_regime,M_stress,800,True,1,325.3,153.3,0.0,0.5287,1.0
City-A,T4,1x,140.0,S4_GlobalCalib,routine,M_routine,800,True,1,213.2,277.5,0.0,0.0,1.0
City-A,T4,1x,140.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,213.2,229.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S5_CityCalib,routine,M_routine,800,True,1,201.7,277.5,0.0,0.0,1.0
City-A,T4,1x,140.0,S5_CityCalib,cross_regime,M_stress,800,True,1,201.7,229.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S6_Q10,routine,M_routine,800,True,2,175.8,499.5,0.0,0.0,1.0
City-A,T4,1x,140.0,S6_Q10,cross_regime,M_stress,800,True,2,175.8,386.3,0.0,0.0,1.0
City-A,T4,2x,280.0,S0a_RoutineOracle,routine,M_routine,800,True,2,553.2,553.2,0.0,0.0,1.0
City-A,T4,2x,280.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,2,553.2,448.0,0.0,0.1901,1.0
City-A,T4,2x,280.0,S0b_StressOracle,routine,M_routine,800,True,2,448.0,553.2,0.0,0.0,1.0
City-A,T4,2x,280.0,S0b_StressOracle,cross_regime,M_stress,800,True,2,448.0,448.0,0.0,0.0,1.0
City-A,T4,2x,280.0,S1_CapRR,routine,M_routine,800,True,1,678.2,188.5,91.5,0.722,0.0
City-A,T4,2x,280.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,153.3,126.7,0.774,0.0
City-A,T4,2x,280.0,S2_Platform,routine,M_routine,800,True,1,299.2,277.5,2.5,0.0724,0.0
City-A,T4,2x,280.0,S2_Platform,cross_regime,M_stress,800,True,1,299.2,229.7,50.3,0.2325,0.0
City-A,T4,2x,280.0,S3_Lin4,routine,M_routine,800,True,1,325.3,188.5,91.5,0.4203,0.0
City-A,T4,2x,280.0,S3_Lin4,cross_regime,M_stress,800,True,1,325.3,153.3,126.7,0.5287,0.0
City-A,T4,2x,280.0,S4_GlobalCalib,routine,M_routine,800,True,2,415.8,499.5,0.0,0.0,1.0
City-A,T4,2x,280.0,S4_GlobalCalib,cross_regime,M_stress,800,True,2,415.8,386.3,0.0,0.0708,1.0
City-A,T4,2x,280.0,S5_CityCalib,routine,M_routine,800,True,2,393.7,499.5,0.0,0.0,1.0
City-A,T4,2x,280.0,S5_CityCalib,cross_regime,M_stress,800,True,2,393.7,386.3,0.0,0.0186,1.0
City-A,T4,2x,280.0,S6_Q10,routine,M_routine,800,True,4,345.0,1034.4,0.0,0.0,1.0
City-A,T4,2x,280.0,S6_Q10,cross_regime,M_stress,800,True,4,345.0,809.4,0.0,0.0,1.0
