city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-A,T3,1x,200.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,592.4,392.3,0.0,0.3377,1.0
City-A,T3,1x,200.0,S5_CityCalib,routine,M_routine,800,True,1,593.7,599.9,0.0,0.0,1.0
City-A,T3,1x,200.0,S5_CityCalib,cross_regime,M_stress,800,True,1,593.7,392.3,0.0,0.3392,1.0
City-A,T3,1x,200.0,S6_Q10,routine,M_routine,800,True,1,586.0,599.9,0.0,0.0,1.0
City-A,T3,1x,200.0,S6_Q10,cross_regime,M_stress,800,True,1,586.0,392.3,0.0,0.3304,1.0
City-A,T3,2x,400.0,S0a_RoutineOracle,routine,M_routine,800,True,1,599.9,599.9,0.0,0.0,1.0
City-A,T3,2x,400.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,599.9,392.3,7.7,0.346,0.0
City-A,T3,2x,400.0,S0b_StressOracle,routine,M_routine,800,True,2,748.1,1138.1,0.0,0.0,1.0
City-A,T3,2x,400.0,S0b_StressOracle,cross_regime,M_stress,800,True,2,748.1,748.1,0.0,0.0,1.0
City-A,T3,2x,400.0,S1_CapRR,routine,M_routine,800,True,1,596.8,599.9,0.0,0.0,1.0
City-A,T3,2x,400.0,S1_CapRR,cross_regime,M_stress,800,True,1,596.8,392.3,7.7,0.3426,0.0
City-A,T3,2x,400.0,S2_Platform,routine,M_routine,800,True,1,470.7,599.9,0.0,0.0,1.0
City-A,T3,2x,400.0,S2_Platform,cross_regime,M_stress,800,True,1,470.7,392.3,7.7,0.1664,0.0
City-A,T3,2x,400.0,S3_Lin4,routine,M_routine,800,True,1,724.7,599.9,0.0,0.1722,1.0
City-A,T3,2x,400.0,S3_Lin4,cross_regime,M_stress,800,True,1,724.7,392.3,7.7,0.4586,0.0
City-A,T3,2x,400.0,S4_GlobalCalib,routine,M_routine,800,True,1,592.4,599.9,0.0,0.0,1.0
City-A,T3,2x,400.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,592.4,392.3,7.7,0.3377,0.0
City-A,T3,2x,400.0,S5_CityCalib,routine,M_routine,800,True,1,593.7,599.9,0.0,0.0,1.0
City-A,T3,2x,400.0,S5_CityCalib,cross_regime,M_stress,800,True,1,593.7,392.3,7.7,0.3392,0.0
City-A,T3,2x,400.0,S6_Q10,routine,M_routine,800,True,1,586.0,599.9,0.0,0.0,1.0
City-A,T3,2x,400.0,S6_Q10,cross_regime,M_stress,800,True,1,586.0,392.3,7.7,0.3304,0.0
City-A,T3,5x,1000.0,S0a_RoutineOracle,routine,M_routine,800,True,2,1138.1,1138.1,0.0,0.0,1.0
City-A,T3,5x,1000.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,2,1138.1,748.1,251.9,0.3427,0.0
City-A,T3,5x,1000.0,S0b_StressOracle,routine,M_routine,800,True,3,1092.7,1663.8,0.0,0.0,1.0
City-A,T3,5x,1000.0,S0b_StressOracle,cross_regime,M_stress,800,True,3,1092.7,1092.7,0.0,0.0,1.0
City-A,T3,5x,1000.0,S1_CapRR,routine,M_routine,800,True,2,1138.1,1138.1,0.0,0.0,1.0
City-A,T3,5x,1000.0,S1_CapRR,cross_regime,M_stress,800,True,2,1138.1,748.1,251.9,0.3427,0.0
City-A,T3,5x,1000.0,S2_Platform,routine,M_routine,800,True,3,1264.8,1625.7,0.0,0.0,1.0
City-A,T3,5x,1000.0,S2_Platform,cross_regime,M_stress,800,True,3,1264.8,1064.0,0.0,0.1588,1.0
City-A,T3,5x,1000.0,S3_Lin4,routine,M_routine,800,True,2,1285.2,1125.5,0.0,0.1242,1.0
City-A,T3,5x,1000.0,S3_Lin4,cross_regime,M_stress,800,True,2,1285.2,736.9,263.1,0.4266,0.0
City-A,T3,5x,1000.0,S4_GlobalCalib,routine,M_routine,800,True,2,1129.8,1138.1,0.0,0.0,1.0
City-A,T3,5x,1000.0,S4_GlobalCalib,cross_regime,M_stress,800,True,2,1129.8,748.1,251.9,0.3379,0.0
City-A,T3,5x,1000.0,S5_CityCalib,routine,M_routine,800,True,2,1132.3,1138.1,0.0,0.0,1.0
City-A,T3,5x,1000.0,S5_CityCalib,cross_regime,M_stress,800,True,2,1132.3,748.1,251.9,0.3393,0.0
City-A,T3,5x,1000.0,S6_Q10,routine,M_routine,800,True,2,1117.5,1138.1,0.0,0.0,1.0
City-A,T3,5x,1000.0,S6_Q10,cross_regime,M_stress,800,True,2,1117.5,748.1,251.9,0.3305,0.0
City-A,T3,10x,2000.0,S0a_RoutineOracle,routine,M_routine,800,True,4,2178.9,2178.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,4,2178.9,1429.8,570.2,0.3438,0.0
City-A,T3,10x,2000.0,S0b_StressOracle,routine,M_routine,800,True,6,2062.3,3146.6,0.0,0.0,1.0
City-A,T3,10x,2000.0,S0b_StressOracle,cross_regime,M_stress,800,True,6,2062.3,2062.3,0.0,0.0,1.0
City-A,T3,10x,2000.0,S1_CapRR,routine,M_routine,800,True,4,2175.3,2178.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S1_CapRR,cross_regime,M_stress,800,True,4,2175.3,1429.8,570.2,0.3427,0.0
City-A,T3,10x,2000.0,S2_Platform,routine,M_routine,800,True,6,2357.9,3105.2,0.0,0.0,1.0
City-A,T3,10x,2000.0,S2_Platform,cross_regime,M_stress,800,True,6,2357.9,2034.5,0.0,0.1371,1.0
City-A,T3,10x,2000.0,S3_Lin4,routine,M_routine,800,True,4,2358.2,2131.3,0.0,0.0962,1.0
City-A,T3,10x,2000.0,S3_Lin4,cross_regime,M_stress,800,True,4,2358.2,1398.2,601.8,0.4071,0.0
City-A,T3,10x,2000.0,S4_GlobalCalib,routine,M_routine,800,True,4,2159.6,2178.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S4_GlobalCalib,cross_regime,M_stress,800,True,4,2159.6,1429.8,570.2,0.3379,0.0
City-A,T3,10x,2000.0,S5_CityCalib,routine,M_routine,800,True,4,2164.3,2178.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S5_CityCalib,cross_regime,M_stress,800,True,4,2164.3,1429.8,570.2,0.3394,0.0
City-A,T3,10x,2000.0,S6_Q10,routine,M_routine,800,True,4,2135.9,2178.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S6_Q10,cross_regime,M_stress,800,True,4,2135.9,1429.8,570.2,0.3306,0.0
City-A,T4,1x,140.0,S0a_RoutineOracle,routine,M_routine,800,True,1,680.7,680.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,680.7,444.2,0.0,0.3474,1.0
City-A,T4,1x,140.0,S0b_StressOracle,routine,M_routine,800,True,1,444.2,680.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,444.2,444.2,0.0,0.0,1.0
City-A,T4,1x,140.0,S1_CapRR,routine,M_routine,800,True,1,678.2,680.7,0.0,0.0,1.0
City-A,T4,1x,140.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,444.2,0.0,0.345,1.0
City-A,T4,1x,140.0,S2_Platform,routine,M_routine,800,True,1,299.2,553.2,0.0,0.0,1.0
City-A,T4,1x,140.0,S2_Platform,cross_regime,M_stress,800,True,1,299.2,403.1,0.0,0.0,1.0
City-A,T4,1x,140.0,S3_Lin4,routine,M_routine,800,True,1,729.2,680.7,0.0,0.0665,1.0
