city,task_id,p_req_level,p_req,strategy,regime,pool_size,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-C,T3,2x,400.0,S2_Platform,stress,650,1,456.757,280.303795374422,119.69620462557799,0.38631746120054644,0.0
City-C,T3,2x,400.0,S3_Linear4,routine,650,2,531.2035519383516,655.833,0.0,0.0,1.0
City-C,T3,2x,400.0,S3_Linear4,stress,650,2,531.2035519383516,428.7637994910631,0.0,0.19284463003586438,1.0
City-C,T3,2x,400.0,S4_GlobalCalib,routine,650,2,646.9243754780409,838.316,0.0,0.0,1.0
City-C,T3,2x,400.0,S4_GlobalCalib,stress,650,2,646.9243754780409,549.2363558290981,0.0,0.15100377007243984,1.0
City-C,T3,2x,400.0,S5_CityCalib,routine,650,2,602.9006430480713,838.316,0.0,0.0,1.0
City-C,T3,2x,400.0,S5_CityCalib,stress,650,2,602.9006430480713,549.2363558290981,0.0,0.08901016749238125,1.0
City-C,T3,2x,400.0,S6_Q10,routine,650,4,514.9907520256023,1360.305,0.0,0.0,1.0
City-C,T3,2x,400.0,S6_Q10,stress,650,4,514.9907520256023,892.1415288365945,0.0,0.0,1.0
City-C,T3,5x,1000.0,S0_Oracle,routine,650,3,1195.646,1195.646,0.0,0.0,1.0
City-C,T3,5x,1000.0,S0_Oracle,stress,650,3,1195.646,782.8479131495465,217.15208685045354,0.34525109175328944,0.0
City-C,T3,5x,1000.0,S1_CapOnly,routine,650,2,1266.8365755,655.833,344.16700000000003,0.4823065479135276,0.0
City-C,T3,5x,1000.0,S1_CapOnly,stress,650,2,1266.8365755,428.7637994910631,571.2362005089369,0.6615476630662981,0.0
City-C,T3,5x,1000.0,S2_Platform,routine,650,3,1285.738,1002.975,0.0,0.2199227214253604,1.0
City-C,T3,5x,1000.0,S2_Platform,stress,650,3,1285.738,658.5299715161461,341.47002848385387,0.4878194690394574,0.0
City-C,T3,5x,1000.0,S3_Linear4,routine,650,4,1004.9589722373288,1118.288,0.0,0.0,1.0
City-C,T3,5x,1000.0,S3_Linear4,stress,650,4,1004.9589722373288,732.7474421106391,267.2525578893609,0.2708683017383966,0.0
City-C,T3,5x,1000.0,S4_GlobalCalib,routine,650,4,1230.178105370724,1360.305,0.0,0.0,1.0
City-C,T3,5x,1000.0,S4_GlobalCalib,stress,650,4,1230.178105370724,892.1415288365945,107.85847116340551,0.2747866955673541,0.0
City-C,T3,5x,1000.0,S5_CityCalib,routine,650,4,1146.1346877794679,1360.305,0.0,0.0,1.0
City-C,T3,5x,1000.0,S5_CityCalib,stress,650,4,1146.1346877794679,892.1415288365945,107.85847116340551,0.22160847381293564,0.0
City-C,T3,5x,1000.0,S6_Q10,routine,650,9,1065.5233113508718,2848.859,0.0,0.0,1.0
City-C,T3,5x,1000.0,S6_Q10,stress,650,9,1065.5233113508718,1870.5610725346787,0.0,0.0,1.0
City-C,T3,10x,2000.0,S0_Oracle,routine,650,6,2101.6879999999996,2101.6879999999996,0.0,0.0,1.0
City-C,T3,10x,2000.0,S0_Oracle,stress,650,6,2101.6879999999996,1375.1907968081637,624.8092031918363,0.34567319373372074,0.0
City-C,T3,10x,2000.0,S1_CapOnly,routine,650,4,2346.7158121,1168.735,831.2650000000001,0.5019699471176543,0.0
City-C,T3,10x,2000.0,S1_CapOnly,stress,650,4,2346.7158121,764.083629823732,1235.916370176268,0.6744029993389024,0.0
City-C,T3,10x,2000.0,S2_Platform,routine,650,5,2048.125,1658.101,341.8989999999999,0.19042978333841923,0.0
City-C,T3,10x,2000.0,S2_Platform,stress,650,5,2048.125,1086.8315557691226,913.1684442308774,0.4693529175371998,0.0
City-C,T3,10x,2000.0,S3_Linear4,routine,650,9,2119.909099941739,2332.2009999999996,0.0,0.0,1.0
City-C,T3,10x,2000.0,S3_Linear4,stress,650,9,2119.909099941739,1530.9445478436858,469.05545215631423,0.27782538039684795,0.0
City-C,T3,10x,2000.0,S4_GlobalCalib,routine,650,7,2033.3101723773345,2251.125,0.0,0.0,1.0
City-C,T3,10x,2000.0,S4_GlobalCalib,stress,650,7,2033.3101723773345,1479.7806437898748,520.2193562101252,0.2722307378909516,0.0
City-C,T3,10x,2000.0,S5_CityCalib,routine,650,8,2132.0634425334165,2539.424,0.0,0.0,1.0
City-C,T3,10x,2000.0,S5_CityCalib,stress,650,8,2132.0634425334165,1668.2618190730245,331.7381809269755,0.21753650206078362,0.0
City-C,T3,10x,2000.0,S6_Q10,routine,650,19,2011.422431597681,4777.66,0.0,0.0,1.0
City-C,T3,10x,2000.0,S6_Q10,stress,650,19,2011.422431597681,3133.8393110122174,0.0,0.0,1.0
City-C,T4,1x,140.0,S0_Oracle,routine,650,1,341.916,341.916,0.0,0.0,1.0
City-C,T4,1x,140.0,S0_Oracle,stress,650,1,341.916,223.53434985245687,0.0,0.3462302148701527,1.0
City-C,T4,1x,140.0,S1_CapOnly,routine,650,1,737.04618,252.455,0.0,0.6574773645797879,1.0
City-C,T4,1x,140.0,S1_CapOnly,stress,650,1,737.04618,165.0474511049556,0.0,0.7760690502392189,1.0
City-C,T4,1x,140.0,S2_Platform,routine,650,1,377.687,341.916,0.0,0.09471069960046286,1.0
City-C,T4,1x,140.0,S2_Platform,stress,650,1,377.687,223.53434985245687,0.0,0.4081492085974448,1.0
City-C,T4,1x,140.0,S3_Linear4,routine,650,1,301.9976450796772,252.455,0.0,0.16404977286033534,1.0
City-C,T4,1x,140.0,S3_Linear4,stress,650,1,301.9976450796772,165.0474511049556,0.0,0.4534809996236544,1.0
City-C,T4,1x,140.0,S4_GlobalCalib,routine,650,1,276.3871173577406,341.916,0.0,0.0,1.0
City-C,T4,1x,140.0,S4_GlobalCalib,stress,650,1,276.3871173577406,223.53434985245687,0.0,0.19122731916941677,1.0
City-C,T4,1x,140.0,S5_CityCalib,routine,650,1,257.3356547204222,341.916,0.0,0.0,1.0
City-C,T4,1x,140.0,S5_CityCalib,stress,650,1,257.3356547204222,223.53434985245687,0.0,0.1313510360804381,1.0
City-C,T4,1x,140.0,S6_Q10,routine,650,2,227.1894832893525,643.021,0.0,0.0,1.0
City-C,T4,1x,140.0,S6_Q10,stress,650,2,227.1894832893525,420.44324822736974,0.0,0.0,1.0
City-C,T4,2x,280.0,S0_Oracle,routine,650,1,341.916,341.916,0.0,0.0,1.0
City-C,T4,2x,280.0,S0_Oracle,stress,650,1,341.916,223.53434985245687,56.46565014754313,0.3462302148701527,0.0
City-C,T4,2x,280.0,S1_CapOnly,routine,650,1,737.04618,252.455,27.544999999999987,0.6574773645797879,0.0
City-C,T4,2x,280.0,S1_CapOnly,stress,650,1,737.04618,165.0474511049556,114.9525488950444,0.7760690502392189,0.0
City-C,T4,2x,280.0,S2_Platform,routine,650,1,377.687,341.916,0.0,0.09471069960046286,1.0
City-C,T4,2x,280.0,S2_Platform,stress,650,1,377.687,223.53434985245687,56.46565014754313,0.4081492085974448,0.0
City-C,T4,2x,280.0,S3_Linear4,routine,650,1,301.9976450796772,252.455,27.544999999999987,0.16404977286033534,0.0
City-C,T4,2x,280.0,S3_Linear4,stress,650,1,301.9976450796772,165.0474511049556,114.9525488950444,0.4534809996236544,0.0
City-C,T4,2x,280.0,S4_GlobalCalib,routine,650,2,539.6350813104518,643.021,0.0,0.0,1.0
City-C,T4,2x,280.0,S4_GlobalCalib,stress,650,2,539.6350813104518,420.44324822736974,0.0,0.22087487861915167,1.0
City-C,T4,2x,280.0,S5_CityCalib,routine,650,2,502.3584361971131,643.021,0.0,0.0,1.0
City-C,T4,2x,280.0,S5_CityCalib,stress,650,2,502.3584361971131,420.44324822736974,0.0,0.1630612368926196,1.0
City-C,T4,2x,280.0,S6_Q10,routine,650,3,333.04306672142127,945.941,0.0,0.0,1.0
City-C,T4,2x,280.0,S6_Q10,stress,650,3,333.04306672142127,619.1886967055823,0.0,0.0,1.0
City-C,T4,5x,700.0,S0_Oracle,routine,650,3,945.941,945.941,0.0,0.0,1.0
City-C,T4,5x,700.0,S0_Oracle,stress,650,3,945.941,619.1886967055823,80.81130329441771,0.3454256695654568,0.0
City-C,T4,5x,700.0,S1_CapOnly,routine,650,1,737.04618,252.455,447.54499999999996,0.6574773645797879,0.0
City-C,T4,5x,700.0,S1_CapOnly,stress,650,1,737.04618,165.0474511049556,534.9525488950444,0.7760690502392189,0.0
City-C,T4,5x,700.0,S2_Platform,routine,650,2,738.226,643.021,56.97900000000004,0.12896457182488838,0.0
City-C,T4,5x,700.0,S2_Platform,stress,650,2,738.226,420.44324822736974,279.55675177263026,0.4304681110833678,0.0
City-C,T4,5x,700.0,S3_Linear4,routine,650,3,834.170923019045,777.3120000000001,0.0,0.06816219727877841,1.0
City-C,T4,5x,700.0,S3_Linear4,stress,650,3,834.170923019045,509.78471044440744,190.21528955559256,0.3888725962787263,0.0
City-C,T4,5x,700.0,S4_GlobalCalib,routine,650,3,790.1791052436049,945.941,0.0,0.0,1.0
City-C,T4,5x,700.0,S4_GlobalCalib,stress,650,3,790.1791052436049,619.1886967055823,80.81130329441771,0.21639449512564352,0.0
City-C,T4,5x,700.0,S5_CityCalib,routine,650,3,735.4761886102943,945.941,0.0,0.0,1.0
City-C,T4,5x,700.0,S5_CityCalib,stress,650,3,735.4761886102943,619.1886967055823,80.81130329441771,0.1581118378889206,0.0
City-C,T4,5x,700.0,S6_Q10,routine,650,7,715.0295554632069,2057.85,0.0,0.0,1.0
City-C,T4,5x,700.0,S6_Q10,stress,650,7,715.0295554632069,1349.2350921110474,0.0,0.0,1.0
City-C,T4,10x,1400.0,S0_Oracle,routine,650,5,1538.766,1538.766,0.0,0.0,1.0
City-C,T4,10x,1400.0,S0_Oracle,stress,650,5,1538.766,1009.8736569667058,390.12634303329423,0.343712002366373,0.0
City-C,T4,10x,1400.0,S1_CapOnly,routine,650,2,1439.5386200000003,553.5600000000001,846.4399999999999,0.615460125689438,0.0
City-C,T4,10x,1400.0,S1_CapOnly,stress,650,2,1439.5386200000003,361.9563494798685,1038.0436505201315,0.7485608621741121,0.0
City-C,T4,10x,1400.0,S2_Platform,routine,650,4,1425.449,1245.297,154.70299999999997,0.12638263452427975,0.0
City-C,T4,10x,1400.0,S2_Platform,stress,650,4,1425.449,818.0124918944346,581.9875081055654,0.42613696323443734,0.0
City-C,T4,10x,1400.0,S3_Linear4,routine,650,6,1582.4140503051717,1505.5310000000002,0.0,0.04858592496088144,1.0
City-C,T4,10x,1400.0,S3_Linear4,stress,650,6,1582.4140503051717,985.9319799154295,414.06802008457055,0.3769443719706037,0.0
City-C,T4,10x,1400.0,S4_GlobalCalib,routine,650,6,1479.5718318169666,1791.221,0.0,0.0,1.0
City-C,T4,10x,1400.0,S4_GlobalCalib,stress,650,6,1479.5718318169666,1174.9211080716614,225.07889192833863,0.20590465240959835,0.0
City-C,T4,10x,1400.0,S5_CityCalib,routine,650,7,1571.288845586037,2057.85,0.0,0.0,1.0
City-C,T4,10x,1400.0,S5_CityCalib,stress,650,7,1571.288845586037,1349.2350921110474,50.76490788895262,0.14131949965709278,0.0
City-C,T4,10x,1400.0,S6_Q10,routine,650,16,1453.1917991416904,4118.358,0.0,0.0,1.0
City-C,T4,10x,1400.0,S6_Q10,stress,650,16,1453.1917991416904,2753.571610079419,0.0,0.0,1.0
City-C,T5,1x,160.0,S0_Oracle,routine,650,1,398.226,398.226,0.0,0.0,1.0
City-C,T5,1x,160.0,S0_Oracle,stress,650,1,398.226,260.34812645311854,0.0,0.34623021487015276,1.0
City-C,T5,1x,160.0,S1_CapOnly,routine,650,1,648.6224445,357.68,0.0,0.4485543893324216,1.0
City-C,T5,1x,160.0,S1_CapOnly,stress,650,1,648.6224445,233.8403767452438,0.0,0.6394815216030598,1.0
City-C,T5,1x,160.0,S2_Platform,routine,650,1,451.497,357.68,0.0,0.2077909709256097,1.0
City-C,T5,1x,160.0,S2_Platform,stress,650,1,451.497,233.8403767452438,0.0,0.4820776732841109,1.0
City-C,T5,1x,160.0,S3_Linear4,routine,650,1,280.7663832189495,357.68,0.0,0.0,1.0
City-C,T5,1x,160.0,S3_Linear4,stress,650,1,280.7663832189495,233.8403767452438,0.0,0.16713541676786675,1.0
City-C,T5,1x,160.0,S4_GlobalCalib,routine,650,1,332.94187084649786,357.68,0.0,0.0,1.0
City-C,T5,1x,160.0,S4_GlobalCalib,stress,650,1,332.94187084649786,233.8403767452438,0.0,0.2976540434799942,1.0
City-C,T5,1x,160.0,S5_CityCalib,routine,650,1,310.3338570833687,357.68,0.0,0.0,1.0
City-C,T5,1x,160.0,S5_CityCalib,stress,650,1,310.3338570833687,233.8403767452438,0.0,0.24648770539263315,1.0
City-C,T5,1x,160.0,S6_Q10,routine,650,2,271.71760766813776,730.931,0.0,0.0,1.0
City-C,T5,1x,160.0,S6_Q10,stress,650,2,271.71760766813776,480.5347830301847,0.0,0.0,1.0
City-C,T5,2x,320.0,S0_Oracle,routine,650,1,398.226,398.226,0.0,0.0,1.0
City-C,T5,2x,320.0,S0_Oracle,stress,650,1,398.226,260.34812645311854,59.65187354688146,0.34623021487015276,0.0
City-C,T5,2x,320.0,S1_CapOnly,routine,650,1,648.6224445,357.68,0.0,0.4485543893324216,1.0
City-C,T5,2x,320.0,S1_CapOnly,stress,650,1,648.6224445,233.8403767452438,86.15962325475621,0.6394815216030598,0.0
City-C,T5,2x,320.0,S2_Platform,routine,650,1,451.497,357.68,0.0,0.2077909709256097,1.0
City-C,T5,2x,320.0,S2_Platform,stress,650,1,451.497,233.8403767452438,86.15962325475621,0.4820776732841109,0.0
City-C,T5,2x,320.0,S3_Linear4,routine,650,2,532.5507935219441,642.799,0.0,0.0,1.0
City-C,T5,2x,320.0,S3_Linear4,stress,650,2,532.5507935219441,420.24256411168074,0.0,0.21088735718057972,1.0
City-C,T5,2x,320.0,S4_GlobalCalib,routine,650,1,332.94187084649786,357.68,0.0,0.0,1.0
City-C,T5,2x,320.0,S4_GlobalCalib,stress,650,1,332.94187084649786,233.8403767452438,86.15962325475621,0.2976540434799942,0.0
City-C,T5,2x,320.0,S5_CityCalib,routine,650,2,606.2502787887994,730.931,0.0,0.0,1.0
City-C,T5,2x,320.0,S5_CityCalib,stress,650,2,606.2502787887994,480.5347830301847,0.0,0.2073656708410528,1.0
City-C,T5,2x,320.0,S6_Q10,routine,650,3,393.95890974620113,856.051,0.0,0.0,1.0
City-C,T5,2x,320.0,S6_Q10,stress,650,3,393.95890974620113,564.0801222692688,0.0,0.0,1.0
City-C,T5,5x,800.0,S0_Oracle,routine,650,3,1129.157,1129.157,0.0,0.0,1.0
City-C,T5,5x,800.0,S0_Oracle,stress,650,3,1129.157,740.8829094833033,59.11709051669675,0.34386191691385404,0.0
City-C,T5,5x,800.0,S1_CapOnly,routine,650,2,1266.8365755,642.799,157.20100000000002,0.49259516781294577,0.0
City-C,T5,5x,800.0,S1_CapOnly,stress,650,2,1266.8365755,420.24256411168074,379.75743588831926,0.6682740518872233,0.0
City-C,T5,5x,800.0,S2_Platform,routine,650,2,882.915,730.931,69.06899999999996,0.17213888086622148,0.0
City-C,T5,5x,800.0,S2_Platform,stress,650,2,882.915,480.5347830301847,319.4652169698153,0.4557406057998961,0.0
City-C,T5,5x,800.0,S3_Linear4,routine,650,4,1007.6534554045138,1051.649,0.0,0.0,1.0
City-C,T5,5x,800.0,S3_Linear4,stress,650,4,1007.6534554045138,689.5430764281671,110.45692357183293,0.3156942272863482,0.0
City-C,T5,5x,800.0,S4_GlobalCalib,routine,650,3,941.844074093505,856.051,0.0,0.09109052809625423,1.0
City-C,T5,5x,800.0,S4_GlobalCalib,stress,650,3,941.844074093505,564.0801222692688,235.91987773073117,0.4010896943719925,0.0
City-C,T5,5x,800.0,S5_CityCalib,routine,650,3,877.6034230977522,856.051,0.0,0.0245582714589657,1.0
City-C,T5,5x,800.0,S5_CityCalib,stress,650,3,877.6034230977522,564.0801222692688,235.91987773073117,0.3572494051149131,0.0
City-C,T5,5x,800.0,S6_Q10,routine,650,7,861.5588414522663,2039.005,0.0,0.0,1.0
City-C,T5,5x,800.0,S6_Q10,stress,650,7,861.5588414522663,1337.7207766102727,0.0,0.0,1.0
City-C,T5,10x,1600.0,S0_Oracle,routine,650,5,1811.0189999999998,1811.0189999999998,0.0,0.0,1.0
City-C,T5,10x,1600.0,S0_Oracle,stress,650,5,1811.0189999999998,1188.3440182329348,411.6559817670652,0.34382575873972887,0.0
City-C,T5,10x,1600.0,S1_CapOnly,routine,650,3,1831.4199145,926.529,673.471,0.49409253843733936,0.0
City-C,T5,10x,1600.0,S1_CapOnly,stress,650,3,1831.4199145,605.997737189083,994.002262810917,0.6691104359021193,0.0
City-C,T5,10x,1600.0,S2_Platform,routine,650,4,1670.065,1254.277,345.72299999999996,0.24896516003868113,0.0
City-C,T5,10x,1600.0,S2_Platform,stress,650,4,1670.065,824.4282487223874,775.5717512776126,0.5063496039241662,0.0
City-C,T5,10x,1600.0,S3_Linear4,routine,650,7,1701.3889553693048,1768.0659999999998,0.0,0.0,1.0
City-C,T5,10x,1600.0,S3_Linear4,stress,650,7,1701.3889553693048,1160.589044796977,439.4109552030229,0.31785789420205873,0.0
City-C,T5,10x,1600.0,S4_GlobalCalib,routine,650,6,1780.8728169732328,1755.275,0.0,0.014373747933745615,1.0
City-C,T5,10x,1600.0,S4_GlobalCalib,stress,650,6,1780.8728169732328,1151.9656035328705,448.03439646712945,0.35314549553811003,0.0
City-C,T5,10x,1600.0,S5_CityCalib,routine,650,6,1658.8572487958027,1755.275,0.0,0.0,1.0
City-C,T5,10x,1600.0,S5_CityCalib,stress,650,6,1658.8572487958027,1151.9656035328705,448.03439646712945,0.3055667662970366,0.0
City-C,T5,10x,1600.0,S6_Q10,routine,650,15,1683.2292063437196,3858.237000000001,0.0,0.0,1.0
City-C,T5,10x,1600.0,S6_Q10,stress,650,15,1683.2292063437196,2528.983751377398,0.0,0.0,1.0
