seed_id,city,task_id,strategy,success,n_selected,p_commit,p_deliv,shortfall,ocr,unused_deliv,pool_fraction
0,City-B,T3,Q10,1.0,4,1315.7707500622837,1931.167178843892,0.0,0.0,931.1671788438921,0.008
0,City-B,T3,Q20,1.0,3,1175.9067723516748,1521.885559958036,0.0,0.0,521.8855599580361,0.006
0,City-B,T3,Q30,1.0,3,1302.3561281216175,1521.885559958036,0.0,0.0,521.8855599580361,0.006
0,City-B,T4,S1_CapRR,0.0,1,846.0108700000001,638.8928932496018,61.1071067503982,0.24481715790530947,0.0,0.002
0,City-B,T4,S4_GlobalCalib,1.0,2,1126.869508903886,1417.838016215042,0.0,0.0,717.838016215042,0.004
0,City-B,T4,S7_Isotonic,1.0,2,1192.0939167049887,1417.838016215042,0.0,0.0,717.838016215042,0.004
0,City-B,T4,S8_ConformalLCB,1.0,2,1020.0497838931809,1417.838016215042,0.0,0.0,717.838016215042,0.004
0,City-B,T4,Q05,1.0,3,991.1756759810443,2029.3305968723757,0.0,0.0,1329.3305968723757,0.006
0,City-B,T4,Q10,1.0,2,772.8743624692863,1417.838016215042,0.0,0.0,717.838016215042,0.004
0,City-B,T4,Q20,1.0,2,908.5506250739245,1417.838016215042,0.0,0.0,717.838016215042,0.004
0,City-B,T4,Q30,1.0,2,1000.1512868957652,1417.838016215042,0.0,0.0,717.838016215042,0.004
0,City-B,T5,S1_CapRR,1.0,2,1485.4080295999997,1084.7351714086421,0.0,0.269739256963121,284.73517140864215,0.004
0,City-B,T5,S4_GlobalCalib,1.0,2,983.9514484925735,1084.7351714086421,0.0,0.0,284.73517140864215,0.004
0,City-B,T5,S7_Isotonic,1.0,2,1028.5251015663553,1084.7351714086421,0.0,0.0,284.73517140864215,0.004
0,City-B,T5,S8_ConformalLCB,1.0,2,874.8314665670134,1084.7351714086421,0.0,0.0,284.73517140864215,0.004
0,City-B,T5,Q05,1.0,3,860.7540408136163,1536.0991721666426,0.0,0.0,736.0991721666426,0.006
0,City-B,T5,Q10,1.0,3,1003.3148079980749,1536.0991721666426,0.0,0.0,736.0991721666426,0.006
0,City-B,T5,Q20,1.0,3,1178.9502545107912,1536.0991721666426,0.0,0.0,736.0991721666426,0.006
0,City-B,T5,Q30,1.0,2,879.2657353971153,1084.7351714086421,0.0,0.0,284.73517140864215,0.004
0,City-C,T1,S1_CapRR,0.0,2,1439.5386200000003,888.0199756158581,11.98002438414187,0.3831218118928564,0.0,0.003076923076923077
0,City-C,T1,S4_GlobalCalib,0.0,2,955.1063155536654,888.0199756158581,11.98002438414187,0.0702396569317186,0.0,0.003076923076923077
0,City-C,T1,S7_Isotonic,0.0,2,1002.9308857820226,888.0199756158581,11.98002438414187,0.11457510362397923,0.0,0.003076923076923077
0,City-C,T1,S8_ConformalLCB,1.0,3,1217.8792286757946,1408.0199898912078,0.0,0.0,508.01998989120784,0.004615384615384616
0,City-C,T1,Q05,1.0,4,1043.64740062305,1775.6044006062837,0.0,0.0,875.6044006062837,0.006153846153846154
0,City-C,T1,Q10,1.0,3,945.9809574790236,1408.0199898912078,0.0,0.0,508.01998989120784,0.004615384615384616
0,City-C,T1,Q20,1.0,3,1113.122609942137,1408.0199898912078,0.0,0.0,508.01998989120784,0.004615384615384616
0,City-C,T1,Q30,1.0,3,1232.8805279061837,1408.0199898912078,0.0,0.0,508.01998989120784,0.004615384615384616
0,City-C,T2,S1_CapRR,0.0,2,1439.5386200000003,1164.1317874060728,135.86821259392718,0.19131604304852023,0.0,0.003076923076923077
0,City-C,T2,S4_GlobalCalib,1.0,3,1391.024256177358,1747.2699258400078,0.0,0.0,447.2699258400078,0.004615384615384616
0,City-C,T2,S7_Isotonic,1.0,3,1446.7344977725118,1747.2699258400075,0.0,0.0,447.26992584000755,0.004615384615384616
0,City-C,T2,S8_ConformalLCB,1.0,4,1572.611145244869,2223.0473272017994,0.0,0.0,923.0473272017994,0.006153846153846154
0,City-C,T2,Q05,1.0,6,1503.7744463638087,3019.632764825379,0.0,0.0,1719.6327648253791,0.009230769230769232
0,City-C,T2,Q10,1.0,5,1486.1270434678243,2671.715254122165,0.0,0.0,1371.7152541221649,0.007692307692307693
0,City-C,T2,Q20,1.0,4,1432.1821092050402,2223.0473272017994,0.0,0.0,923.0473272017994,0.006153846153846154
0,City-C,T2,Q30,1.0,4,1578.8013955029003,2223.0473272017994,0.0,0.0,923.0473272017994,0.006153846153846154
0,City-C,T3,S1_CapRR,0.0,2,1266.8365755,708.6776404552908,291.32235954470923,0.44059269035898563,0.0,0.003076923076923077
0,City-C,T3,S4_GlobalCalib,1.0,3,1217.2490164477786,1088.282488888991,0.0,0.10594917376490669,88.28248888899111,0.004615384615384616
0,City-C,T3,S7_Isotonic,1.0,3,1239.9237637316328,1088.282488888991,0.0,0.12229886971943114,88.28248888899111,0.004615384615384616
0,City-C,T3,S8_ConformalLCB,1.0,3,1055.8559785321343,1088.282488888991,0.0,0.0,88.28248888899111,0.004615384615384616
0,City-C,T3,Q05,1.0,5,1105.8052975410515,1838.6241232696357,0.0,0.0,838.6241232696357,0.007692307692307693
0,City-C,T3,Q10,1.0,4,1062.2448329786337,1517.9739733823662,0.0,0.0,517.9739733823662,0.006153846153846154
